user_hash,created_at,action,gender,age_band,channel
U000903,2025-06-02T19:16:11Z,login,F,30s,app
U000367,2025-06-02T19:21:13Z,view,M,50s,app
U001947,2025-06-02T19:26:06Z,view,M,20s,app
U000772,2025-06-02T19:28:04Z,login,M,40s,web
U001505,2025-06-02T19:32:52Z,purchase,M,20s,app
U002253,2025-06-02T19:36:03Z,login,F,40s,app
U002130,2025-06-02T19:37:43Z,login,M,30s,app
U000470,2025-06-02T19:38:46Z,login,M,40s,app
U003384,2025-06-02T19:40:58Z,login,M,20s,web
U003744,2025-06-02T19:41:01Z,view,F,30s,web
U001077,2025-06-02T19:42:19Z,login,M,30s,app
U001844,2025-06-02T19:42:42Z,login,F,60s,app
U003448,2025-06-02T19:48:47Z,comment,M,30s,app
U001311,2025-06-02T19:49:45Z,like,F,20s,app
U001864,2025-06-02T19:59:37Z,comment,F,40s,web
U001407,2025-06-02T19:59:49Z,view,M,20s,web
U000188,2025-06-02T20:01:05Z,purchase,M,50s,web
U000281,2025-06-02T20:03:39Z,login,M,20s,app
U003850,2025-06-02T20:06:19Z,purchase,M,10s,app
U003381,2025-06-02T20:06:35Z,view,M,10s,app
U001952,2025-06-02T20:12:13Z,like,M,40s,app
U001372,2025-06-02T20:13:34Z,view,M,20s,web
U001311,2025-06-02T20:15:46Z,view,F,20s,app
U000442,2025-06-02T20:21:00Z,view,F,30s,web
U001349,2025-06-02T20:22:41Z,view,F,20s,web
U002963,2025-06-02T20:27:24Z,view,F,20s,app
U001217,2025-06-02T20:28:37Z,view,M,10s,app
U003186,2025-06-02T20:31:17Z,view,F,40s,app
U002014,2025-06-02T20:32:24Z,view,F,20s,app
U000563,2025-06-02T20:36:59Z,like,M,40s,app
U002355,2025-06-02T20:45:46Z,login,M,30s,web
U003644,2025-06-02T20:48:41Z,view,F,30s,web
U001325,2025-06-02T20:51:50Z,view,F,20s,web
U002479,2025-06-02T20:52:20Z,view,M,30s,app
U002442,2025-06-02T20:53:33Z,login,F,20s,web
U000017,2025-06-02T20:54:18Z,purchase,F,20s,app
U000647,2025-06-02T20:55:34Z,view,M,20s,app
U001510,2025-06-02T20:59:52Z,login,M,30s,web
U001650,2025-06-02T21:03:11Z,view,M,20s,web
U001657,2025-06-02T21:06:07Z,comment,M,30s,web
U002076,2025-06-02T21:07:46Z,login,F,30s,web
U002180,2025-06-02T21:09:32Z,login,F,20s,app
U003178,2025-06-02T21:13:48Z,login,F,50s,web
U001487,2025-06-02T21:16:53Z,view,F,30s,app
U000545,2025-06-02T21:18:08Z,login,M,40s,web
U001144,2025-06-02T21:23:06Z,login,M,40s,app
U000424,2025-06-02T21:23:23Z,purchase,F,20s,web
U001830,2025-06-02T21:24:17Z,view,F,20s,app
U000477,2025-06-02T21:30:26Z,login,F,20s,web
U000424,2025-06-02T21:35:51Z,view,F,20s,web
U001046,2025-06-02T21:38:37Z,comment,M,20s,web
U001933,2025-06-02T21:40:54Z,like,M,40s,web
U003414,2025-06-02T21:44:19Z,view,M,20s,web
U000493,2025-06-02T21:46:05Z,like,F,30s,web
U002370,2025-06-02T21:48:19Z,view,M,40s,app
U001379,2025-06-02T21:52:22Z,login,F,20s,web
U001322,2025-06-02T21:53:29Z,view,M,40s,web
U002598,2025-06-02T21:54:59Z,purchase,F,50s,web
U002566,2025-06-02T22:06:30Z,login,F,40s,web
U001735,2025-06-02T22:10:53Z,login,M,20s,app
U001012,2025-06-02T22:14:12Z,login,M,30s,app
U003642,2025-06-02T22:14:53Z,purchase,M,40s,app
U003080,2025-06-02T22:26:02Z,view,F,40s,web
U001975,2025-06-02T22:27:09Z,view,M,40s,app
U001256,2025-06-02T22:27:54Z,like,F,20s,app
U003934,2025-06-02T22:28:41Z,view,M,50s,web
U003579,2025-06-02T22:35:02Z,login,M,20s,app
U002158,2025-06-02T22:35:13Z,like,F,40s,web
U002354,2025-06-02T22:38:10Z,comment,M,30s,app
U003090,2025-06-02T22:40:26Z,purchase,M,30s,app
U000163,2025-06-02T22:47:06Z,login,M,10s,app
U001174,2025-06-02T22:48:50Z,login,M,40s,app
U002623,2025-06-02T22:57:16Z,purchase,M,20s,web
U002295,2025-06-02T23:03:02Z,view,M,20s,web
U003097,2025-06-02T23:04:06Z,view,M,20s,app
U001937,2025-06-02T23:04:54Z,login,F,10s,app
U002467,2025-06-02T23:05:53Z,like,M,30s,app
U001961,2025-06-02T23:41:17Z,view,M,30s,app
U001533,2025-06-02T23:42:03Z,login,M,60s,app
U002322,2025-06-02T23:47:17Z,login,M,30s,web
U000861,2025-06-02T23:52:13Z,view,M,30s,app
U001180,2025-06-02T23:56:20Z,view,F,20s,app
U002694,2025-06-02T23:57:02Z,view,M,20s,app
U002835,2025-06-03T08:02:36Z,like,F,20s,app
U000575,2025-06-03T08:06:45Z,login,F,30s,web
U003823,2025-06-03T08:09:56Z,like,M,20s,app
U000588,2025-06-03T08:14:04Z,login,M,20s,web
U001954,2025-06-03T08:19:30Z,login,F,20s,app
U000245,2025-06-03T08:22:23Z,login,M,20s,app
U002521,2025-06-03T08:23:05Z,login,F,50s,app
U003681,2025-06-03T08:24:07Z,view,F,30s,web
U000729,2025-06-03T08:39:39Z,login,M,10s,app
U001607,2025-06-03T08:40:45Z,comment,F,20s,app
U000430,2025-06-03T08:41:00Z,view,F,20s,app
U002067,2025-06-03T08:41:37Z,comment,M,40s,app
U002659,2025-06-03T08:48:24Z,login,F,30s,app
U000031,2025-06-03T08:49:20Z,login,F,40s,web
U000729,2025-06-03T09:00:45Z,login,M,10s,app
U001077,2025-06-03T09:09:10Z,comment,M,30s,app
U000861,2025-06-03T09:09:20Z,view,M,30s,app
U001618,2025-06-03T09:09:45Z,view,F,50s,web
U000722,2025-06-03T09:13:44Z,view,M,20s,web
U001175,2025-06-03T09:15:24Z,login,F,20s,web
U001938,2025-06-03T09:23:05Z,view,M,40s,app
U002232,2025-06-03T09:24:05Z,view,M,50s,app
U003249,2025-06-03T09:24:42Z,view,F,40s,app
U001775,2025-06-03T09:28:43Z,view,F,40s,web
U002254,2025-06-03T09:28:44Z,view,M,30s,app
U003929,2025-06-03T09:32:32Z,login,M,30s,web
U002451,2025-06-03T09:34:19Z,view,M,20s,app
U000814,2025-06-03T09:41:46Z,comment,F,20s,app
U003135,2025-06-03T09:43:48Z,login,F,20s,app
U002082,2025-06-03T09:44:43Z,login,M,40s,app
U000124,2025-06-03T09:45:08Z,view,F,40s,web
U000545,2025-06-03T09:50:57Z,like,M,40s,web
U002729,2025-06-03T09:51:10Z,view,M,40s,web
U002078,2025-06-03T09:51:47Z,view,M,30s,app
U000785,2025-06-03T09:52:34Z,login,M,40s,web
U001627,2025-06-03T10:00:04Z,login,F,50s,app
U002623,2025-06-03T10:04:22Z,view,M,20s,web
U001080,2025-06-03T10:04:36Z,comment,M,20s,web
U000532,2025-06-03T10:10:34Z,login,F,20s,app
U002479,2025-06-03T10:11:14Z,login,M,30s,app
U001372,2025-06-03T10:15:34Z,view,M,20s,web
U002512,2025-06-03T10:17:08Z,view,M,20s,web
U003237,2025-06-03T10:22:28Z,login,F,40s,app
U003266,2025-06-03T10:23:26Z,login,M,30s,app
U002725,2025-06-03T10:24:12Z,login,F,30s,app
U001853,2025-06-03T10:25:24Z,login,F,20s,app
U003427,2025-06-03T10:28:56Z,view,F,20s,app
U000401,2025-06-03T10:34:20Z,comment,F,30s,app
U000465,2025-06-03T10:37:43Z,view,M,20s,web
U002919,2025-06-03T10:41:04Z,login,F,60s,app
U001179,2025-06-03T10:44:39Z,login,F,30s,app
U001905,2025-06-03T10:54:59Z,view,F,30s,web
U002409,2025-06-03T11:19:49Z,login,M,40s,app
U002574,2025-06-03T11:20:03Z,view,F,20s,app
U002484,2025-06-03T11:20:39Z,like,F,50s,web
U002322,2025-06-03T11:27:51Z,login,M,30s,web
U002679,2025-06-03T11:31:02Z,login,F,40s,app
U000477,2025-06-03T11:41:27Z,comment,F,20s,web
U002345,2025-06-03T11:49:27Z,view,M,30s,app
U002812,2025-06-03T11:50:07Z,login,M,30s,web
U001603,2025-06-03T11:55:13Z,comment,F,30s,app
U002847,2025-06-03T11:55:47Z,purchase,F,20s,app
U001959,2025-06-03T11:56:50Z,view,M,20s,web
U002229,2025-06-03T11:58:52Z,view,M,20s,app
U000903,2025-06-03T12:00:12Z,login,F,30s,app
U002559,2025-06-03T12:10:08Z,login,F,20s,app
U003852,2025-06-03T12:18:19Z,view,M,20s,app
U001256,2025-06-03T12:20:54Z,comment,F,20s,app
U000468,2025-06-03T12:29:46Z,view,F,40s,web
U001843,2025-06-03T12:30:23Z,view,F,20s,web
U003798,2025-06-03T12:33:12Z,view,M,20s,web
U001201,2025-06-03T12:36:51Z,view,M,20s,app
U000556,2025-06-03T12:43:15Z,purchase,M,30s,app
U001322,2025-06-03T12:47:32Z,view,M,40s,web
U001744,2025-06-03T12:48:23Z,view,M,20s,web
U003306,2025-06-03T12:49:18Z,like,M,20s,web
U000846,2025-06-03T12:54:28Z,view,F,30s,web
U003162,2025-06-03T13:02:54Z,purchase,F,40s,web
U001950,2025-06-03T13:04:04Z,login,F,30s,app
U001688,2025-06-03T13:09:41Z,like,F,30s,app
U001140,2025-06-03T13:12:04Z,login,M,20s,app
U002801,2025-06-03T13:12:46Z,login,F,30s,app
U001168,2025-06-03T13:17:35Z,login,M,40s,app
U001168,2025-06-03T13:19:32Z,comment,M,40s,app
U002240,2025-06-03T13:27:26Z,view,F,10s,web
U002475,2025-06-03T13:28:29Z,login,F,20s,web
U001070,2025-06-03T13:37:59Z,view,M,40s,app
U000780,2025-06-03T13:41:18Z,comment,F,20s,web
U002020,2025-06-03T13:45:07Z,login,F,10s,app
U001201,2025-06-03T13:45:21Z,view,M,20s,app
U002659,2025-06-03T13:45:30Z,like,F,30s,app
U000017,2025-06-03T13:47:26Z,view,F,20s,app
U003804,2025-06-03T13:58:59Z,login,M,30s,web
U003893,2025-06-03T14:03:52Z,view,M,40s,app
U000442,2025-06-03T14:04:53Z,view,F,30s,web
U003216,2025-06-03T14:07:45Z,view,M,20s,web
U001211,2025-06-03T14:10:34Z,like,M,30s,app
U000610,2025-06-03T14:13:18Z,login,F,30s,app
U001266,2025-06-03T14:14:57Z,purchase,M,40s,app
U001658,2025-06-03T14:17:34Z,view,M,20s,app
U000070,2025-06-03T14:17:59Z,login,F,50s,web
U002213,2025-06-03T14:22:59Z,view,M,30s,web
U003895,2025-06-03T14:30:47Z,like,M,40s,web
U003414,2025-06-03T14:38:02Z,view,M,20s,web
U000091,2025-06-03T14:39:02Z,login,M,40s,app
U000272,2025-06-03T14:42:25Z,view,M,30s,app
U001859,2025-06-03T14:43:46Z,view,M,40s,app
U002929,2025-06-03T14:46:57Z,view,F,40s,app
U001594,2025-06-03T14:47:13Z,login,F,30s,app
U002970,2025-06-03T14:53:57Z,like,M,20s,web
U003825,2025-06-03T15:12:05Z,login,M,20s,app
U000233,2025-06-03T15:15:34Z,like,M,30s,app
U001952,2025-06-03T15:17:41Z,view,M,40s,app
U000442,2025-06-03T15:19:35Z,view,F,30s,web
U002866,2025-06-03T15:22:03Z,view,F,20s,web
U001566,2025-06-03T15:22:39Z,view,M,40s,web
U003603,2025-06-03T15:30:28Z,view,F,40s,app
U002262,2025-06-03T15:31:07Z,view,F,20s,app
U002542,2025-06-03T15:36:35Z,view,F,20s,web
U000194,2025-06-03T15:48:07Z,view,M,50s,web
U000155,2025-06-03T15:48:47Z,login,M,30s,app
U001617,2025-06-03T15:53:19Z,comment,M,30s,web
U001186,2025-06-03T15:54:41Z,view,M,40s,app
U001093,2025-06-03T15:57:33Z,login,F,20s,web
U001422,2025-06-03T15:57:53Z,login,M,30s,app
U000173,2025-06-03T16:04:59Z,view,F,40s,app
U002582,2025-06-03T16:06:38Z,like,F,40s,app
U000067,2025-06-03T16:11:27Z,view,F,20s,app
U000477,2025-06-03T16:19:05Z,comment,F,20s,web
U000442,2025-06-03T16:20:46Z,view,F,30s,web
U002765,2025-06-03T16:22:11Z,view,F,50s,web
U002877,2025-06-03T16:26:13Z,comment,F,30s,app
U002263,2025-06-03T16:27:34Z,view,M,30s,app
U002263,2025-06-03T16:27:50Z,login,M,30s,app
U001735,2025-06-03T16:37:43Z,view,M,20s,app
U000015,2025-06-03T16:49:57Z,purchase,M,20s,app
U000750,2025-06-03T16:52:20Z,login,F,20s,app
U002272,2025-06-03T16:52:22Z,view,M,30s,app
U002910,2025-06-03T16:52:51Z,comment,F,30s,web
U001379,2025-06-03T17:00:37Z,like,F,20s,web
U000255,2025-06-03T17:01:35Z,purchase,F,20s,web
U002789,2025-06-03T17:02:11Z,view,F,20s,app
U001830,2025-06-03T17:07:45Z,login,F,20s,app
U002682,2025-06-03T17:08:03Z,login,M,20s,app
U000118,2025-06-03T17:18:58Z,view,F,20s,web
U003016,2025-06-03T17:19:29Z,comment,F,30s,app
U000545,2025-06-03T17:20:21Z,view,M,40s,web
U003303,2025-06-03T17:20:49Z,view,M,20s,web
U002422,2025-06-03T17:23:17Z,comment,F,30s,web
U002659,2025-06-03T17:25:22Z,view,F,30s,app
U002034,2025-06-03T17:39:27Z,view,F,50s,app
U001959,2025-06-03T17:42:44Z,login,M,20s,web
U000657,2025-06-03T17:56:10Z,view,F,10s,web
U001405,2025-06-03T17:57:50Z,view,F,50s,web
U003603,2025-06-03T18:08:14Z,view,F,40s,app
U003751,2025-06-03T18:13:59Z,login,M,40s,app
U001571,2025-06-03T18:18:27Z,like,F,40s,app
U003925,2025-06-03T18:23:05Z,view,F,30s,app
U003216,2025-06-03T18:30:43Z,login,M,20s,web
U003744,2025-06-03T18:31:16Z,login,F,30s,web
U003130,2025-06-03T18:31:32Z,view,M,30s,app
U000118,2025-06-03T18:33:11Z,view,F,20s,web
U000287,2025-06-03T18:37:38Z,comment,F,30s,web
U002771,2025-06-03T18:39:10Z,view,M,30s,web
U002241,2025-06-03T18:41:40Z,comment,F,20s,app
U001470,2025-06-03T18:44:57Z,view,F,20s,app
U000729,2025-06-03T18:45:32Z,comment,M,10s,app
U001432,2025-06-03T18:49:20Z,login,F,40s,app
U002607,2025-06-03T18:56:09Z,comment,M,20s,web
U000901,2025-06-03T18:57:42Z,view,M,30s,app
U001322,2025-06-03T19:00:47Z,login,M,40s,web
U001470,2025-06-03T19:10:31Z,view,F,20s,app
U003331,2025-06-03T19:13:12Z,login,M,40s,app
U002623,2025-06-03T19:19:59Z,comment,M,20s,web
U001303,2025-06-03T19:21:35Z,login,F,20s,web
U003091,2025-06-03T19:23:18Z,login,M,30s,app
U003477,2025-06-03T19:32:57Z,view,F,30s,app
U002875,2025-06-03T19:39:07Z,login,F,20s,app
U001065,2025-06-03T19:40:41Z,like,M,30s,app
U003365,2025-06-03T19:43:31Z,view,M,60s,app
U002438,2025-06-03T19:47:26Z,like,M,10s,web
U002781,2025-06-03T19:50:35Z,login,M,30s,app
U003500,2025-06-03T19:51:13Z,like,M,50s,app
U003641,2025-06-03T19:51:16Z,view,F,20s,web
U002598,2025-06-03T19:53:06Z,login,F,50s,web
U000855,2025-06-03T19:56:04Z,view,F,30s,app
U002180,2025-06-03T19:57:37Z,view,F,20s,app
U001035,2025-06-03T19:58:51Z,view,F,30s,app
U003929,2025-06-03T20:01:47Z,login,M,30s,web
U002623,2025-06-03T20:04:07Z,view,M,20s,web
U002812,2025-06-03T20:10:06Z,login,M,30s,web
U000814,2025-06-03T20:14:10Z,view,F,20s,app
U002232,2025-06-03T20:16:24Z,view,M,50s,app
U001174,2025-06-03T20:16:48Z,comment,M,40s,app
U002867,2025-06-03T20:22:02Z,view,M,30s,web
U000412,2025-06-03T20:26:49Z,view,M,50s,app
U000396,2025-06-03T20:33:56Z,view,M,30s,app
U001843,2025-06-03T20:34:01Z,purchase,F,20s,web
U001505,2025-06-03T20:35:35Z,like,M,20s,app
U002355,2025-06-03T20:45:16Z,view,M,30s,web
U000287,2025-06-03T20:51:14Z,like,F,30s,web
U001144,2025-06-03T21:01:08Z,view,M,40s,app
U001360,2025-06-03T21:01:43Z,view,F,40s,web
U003100,2025-06-03T21:09:48Z,view,F,30s,web
U003197,2025-06-03T21:12:59Z,view,M,20s,app
U002133,2025-06-03T21:13:19Z,comment,M,30s,app
U002635,2025-06-03T21:21:43Z,view,F,20s,app
U001735,2025-06-03T21:25:00Z,like,M,20s,app
U003053,2025-06-03T21:25:28Z,view,M,50s,app
U000517,2025-06-03T21:31:00Z,login,M,40s,web
U000747,2025-06-03T21:32:25Z,view,F,50s,app
U001772,2025-06-03T21:35:14Z,view,M,40s,app
U000234,2025-06-03T21:48:54Z,login,F,40s,app
U003748,2025-06-03T21:49:56Z,login,M,20s,app
U000991,2025-06-03T21:55:02Z,view,M,40s,web
U001670,2025-06-03T21:58:17Z,view,M,30s,web
U002582,2025-06-03T22:06:54Z,view,F,40s,app
U002705,2025-06-03T22:08:00Z,view,F,40s,app
U001916,2025-06-03T22:09:23Z,comment,F,20s,app
U000971,2025-06-03T22:13:49Z,view,M,40s,app
U002313,2025-06-03T22:17:47Z,purchase,F,30s,web
U003097,2025-06-03T22:20:42Z,view,M,20s,app
U000422,2025-06-03T22:21:17Z,view,F,30s,app
U000407,2025-06-03T22:21:53Z,view,M,30s,web
U003681,2025-06-03T22:24:55Z,view,F,30s,web
U003895,2025-06-03T22:24:58Z,login,M,40s,web
U003459,2025-06-03T22:38:08Z,view,F,20s,app
U000503,2025-06-03T22:38:52Z,comment,M,20s,web
U002778,2025-06-03T22:40:03Z,login,F,60s,app
U003922,2025-06-03T22:41:37Z,view,F,50s,app
U000913,2025-06-03T22:44:29Z,comment,F,20s,web
U000637,2025-06-03T22:47:52Z,login,F,20s,app
U002962,2025-06-03T22:53:27Z,like,F,30s,web
U002672,2025-06-03T22:57:12Z,purchase,F,20s,web
U003135,2025-06-03T23:02:50Z,view,F,20s,app
U000747,2025-06-03T23:06:23Z,view,F,50s,app
U000031,2025-06-03T23:10:37Z,comment,F,40s,web
U002523,2025-06-03T23:12:34Z,login,F,20s,web
U003825,2025-06-03T23:15:23Z,view,M,20s,app
U002169,2025-06-03T23:17:12Z,login,F,30s,web
U002345,2025-06-03T23:19:52Z,view,M,30s,app
U002973,2025-06-03T23:20:20Z,view,M,30s,web
U001061,2025-06-03T23:26:38Z,login,F,30s,app
U003741,2025-06-03T23:37:57Z,login,F,30s,app
U001144,2025-06-03T23:40:43Z,view,M,40s,app
U003207,2025-06-03T23:48:01Z,view,F,40s,web
U000470,2025-06-03T23:48:10Z,login,M,40s,app
U000901,2025-06-03T23:55:37Z,view,M,30s,app
U003706,2025-06-04T08:04:32Z,comment,M,20s,web
U003921,2025-06-04T08:05:38Z,view,M,60s,app
U001285,2025-06-04T08:06:04Z,comment,M,30s,app
U001322,2025-06-04T08:07:21Z,view,M,40s,web
U003603,2025-06-04T08:13:16Z,view,F,40s,app
U002694,2025-06-04T08:19:40Z,login,M,20s,app
U001042,2025-06-04T08:24:25Z,login,M,10s,app
U003197,2025-06-04T08:26:17Z,view,M,20s,app
U000865,2025-06-04T08:29:13Z,view,F,30s,app
U002607,2025-06-04T08:30:37Z,like,M,20s,web
U002358,2025-06-04T08:31:11Z,view,M,30s,web
U003427,2025-06-04T08:33:24Z,login,F,20s,app
U001802,2025-06-04T08:34:12Z,login,F,20s,app
U001863,2025-06-04T08:36:01Z,login,M,30s,web
U000420,2025-06-04T08:37:35Z,view,M,10s,app
U000493,2025-06-04T08:39:03Z,purchase,F,30s,web
U002438,2025-06-04T08:41:33Z,view,M,10s,web
U002116,2025-06-04T08:43:14Z,purchase,F,40s,web
U003467,2025-06-04T08:50:01Z,login,M,20s,web
U001322,2025-06-04T08:52:03Z,like,M,40s,web
U003774,2025-06-04T08:54:12Z,comment,M,20s,app
U001740,2025-06-04T09:01:50Z,login,M,20s,web
U000752,2025-06-04T09:02:48Z,login,M,20s,web
U001031,2025-06-04T09:05:31Z,view,F,20s,app
U001756,2025-06-04T09:08:30Z,login,M,30s,app
U001863,2025-06-04T09:16:15Z,login,M,30s,web
U000926,2025-06-04T09:25:08Z,view,F,40s,web
U001379,2025-06-04T09:25:24Z,view,F,20s,web
U002295,2025-06-04T09:25:29Z,view,M,20s,web
U001910,2025-06-04T09:28:31Z,view,M,30s,app
U002962,2025-06-04T09:33:58Z,view,F,30s,web
U001902,2025-06-04T09:34:26Z,view,F,30s,web
U002789,2025-06-04T09:38:45Z,view,F,20s,app
U001175,2025-06-04T09:41:46Z,comment,F,20s,web
U003673,2025-06-04T09:41:57Z,view,F,30s,web
U001286,2025-06-04T09:43:44Z,login,M,20s,web
U003312,2025-06-04T09:45:53Z,comment,M,20s,app
U003201,2025-06-04T09:52:50Z,view,F,20s,web
U000901,2025-06-04T09:57:28Z,comment,M,30s,app
U000928,2025-06-04T09:59:48Z,view,M,20s,app
U003521,2025-06-04T10:02:52Z,view,F,20s,web
U001752,2025-06-04T10:07:16Z,like,M,20s,web
U000576,2025-06-04T10:09:24Z,login,M,20s,web
U002025,2025-06-04T10:11:52Z,comment,M,20s,web
U001643,2025-06-04T10:22:08Z,view,M,50s,app
U003910,2025-06-04T10:27:31Z,view,F,30s,app
U000532,2025-06-04T10:44:00Z,view,F,20s,app
U003745,2025-06-04T10:53:05Z,login,F,40s,app
U002583,2025-06-04T11:04:51Z,view,M,20s,web
U003082,2025-06-04T11:07:32Z,login,F,20s,web
U001432,2025-06-04T11:09:54Z,login,F,40s,app
U000289,2025-06-04T11:10:42Z,comment,M,10s,web
U001217,2025-06-04T11:11:39Z,login,M,10s,app
U003960,2025-06-04T11:13:47Z,view,M,30s,web
U003470,2025-06-04T11:16:24Z,login,M,30s,app
U000174,2025-06-04T11:17:29Z,comment,F,40s,app
U001140,2025-06-04T11:30:06Z,login,M,20s,app
U001562,2025-06-04T11:32:43Z,like,F,40s,web
U002934,2025-06-04T11:40:00Z,login,M,10s,app
U003249,2025-06-04T11:43:49Z,login,F,40s,app
U001046,2025-06-04T11:46:17Z,view,M,20s,web
U003020,2025-06-04T11:46:26Z,view,F,30s,app
U000208,2025-06-04T11:54:59Z,view,F,20s,web
U002374,2025-06-04T11:57:23Z,view,F,20s,app
U002759,2025-06-04T12:00:31Z,view,M,40s,web
U001719,2025-06-04T12:08:13Z,login,F,10s,app
U001482,2025-06-04T12:12:08Z,login,M,50s,app
U003470,2025-06-04T12:15:18Z,comment,M,30s,app
U002241,2025-06-04T12:16:36Z,login,F,20s,app
U001372,2025-06-04T12:16:45Z,like,M,20s,web
U000657,2025-06-04T12:30:36Z,login,F,10s,web
U002669,2025-06-04T12:40:45Z,view,M,20s,web
U002395,2025-06-04T12:41:28Z,comment,F,20s,app
U002844,2025-06-04T12:42:36Z,view,M,40s,app
U003994,2025-06-04T12:43:02Z,like,F,30s,web
U002875,2025-06-04T12:46:23Z,view,F,20s,app
U001035,2025-06-04T12:46:52Z,login,F,30s,app
U003016,2025-06-04T12:55:32Z,purchase,F,30s,app
U001858,2025-06-04T12:55:35Z,view,M,40s,app
U001657,2025-06-04T13:02:12Z,login,M,30s,web
U002205,2025-06-04T13:07:51Z,login,M,50s,app
U003238,2025-06-04T13:08:27Z,view,M,30s,app
U000001,2025-06-04T13:09:59Z,view,F,30s,app
U003379,2025-06-04T13:11:57Z,view,M,20s,web
U003912,2025-06-04T13:16:14Z,comment,M,10s,app
U002819,2025-06-04T13:20:05Z,view,M,30s,app
U000398,2025-06-04T13:21:05Z,view,F,20s,app
U003830,2025-06-04T13:21:20Z,login,F,30s,app
U001379,2025-06-04T13:22:11Z,purchase,F,20s,web
U002034,2025-06-04T13:28:47Z,login,F,50s,app
U002739,2025-06-04T13:43:54Z,login,M,30s,web
U000780,2025-06-04T13:45:22Z,comment,F,20s,web
U001133,2025-06-04T13:53:55Z,view,M,10s,app
U003201,2025-06-04T13:54:14Z,view,F,20s,web
U002877,2025-06-04T14:05:20Z,like,F,30s,app
U002067,2025-06-04T14:12:49Z,comment,M,40s,app
U002033,2025-06-04T14:14:54Z,login,M,30s,web
U003531,2025-06-04T14:20:33Z,view,M,40s,web
U000030,2025-06-04T14:21:02Z,login,M,20s,app
U002258,2025-06-04T14:33:39Z,like,M,50s,app
U002574,2025-06-04T14:41:06Z,like,F,20s,app
U003603,2025-06-04T14:44:16Z,login,F,40s,app
U000233,2025-06-04T14:45:25Z,comment,M,30s,app
U001428,2025-06-04T14:50:00Z,view,F,20s,web
U001531,2025-06-04T14:52:21Z,login,F,20s,app
U001398,2025-06-04T14:55:21Z,view,F,30s,web
U003672,2025-06-04T14:55:48Z,view,M,10s,web
U001727,2025-06-04T15:00:58Z,view,M,30s,web
U002028,2025-06-04T15:01:42Z,view,M,40s,app
U000815,2025-06-04T15:05:53Z,view,M,30s,web
U001133,2025-06-04T15:06:26Z,comment,M,10s,app
U002313,2025-06-04T15:07:42Z,view,F,30s,web
U003603,2025-06-04T15:08:47Z,view,F,40s,app
U003655,2025-06-04T15:09:32Z,like,M,60s,web
U002263,2025-06-04T15:14:54Z,view,M,30s,app
U000815,2025-06-04T15:18:02Z,view,M,30s,web
U000818,2025-06-04T15:20:33Z,view,F,30s,app
U001092,2025-06-04T15:24:04Z,login,F,20s,app
U002962,2025-06-04T15:24:21Z,like,F,30s,web
U000503,2025-06-04T15:25:08Z,view,M,20s,web
U001643,2025-06-04T15:26:45Z,view,M,50s,app
U003067,2025-06-04T15:27:50Z,view,F,30s,web
U001985,2025-06-04T15:37:27Z,login,M,30s,app
U002810,2025-06-04T15:37:36Z,login,M,60s,app
U002732,2025-06-04T15:38:30Z,login,M,50s,app
U002953,2025-06-04T15:39:42Z,login,M,30s,app
U000367,2025-06-04T15:39:43Z,login,M,50s,app
U001046,2025-06-04T15:56:47Z,login,M,20s,web
U003683,2025-06-04T16:02:45Z,view,F,30s,app
U003216,2025-06-04T16:10:49Z,view,M,20s,web
U003673,2025-06-04T16:10:55Z,like,F,30s,web
U002020,2025-06-04T16:14:04Z,login,F,10s,app
U000107,2025-06-04T16:26:56Z,view,F,30s,web
U002366,2025-06-04T16:37:04Z,view,M,30s,web
U000612,2025-06-04T16:37:07Z,login,M,30s,web
U001728,2025-06-04T16:37:24Z,purchase,M,20s,web
U003929,2025-06-04T16:38:19Z,login,M,30s,web
U001211,2025-06-04T16:39:41Z,like,M,30s,app
U002442,2025-06-04T16:44:33Z,login,F,20s,web
U000815,2025-06-04T16:44:45Z,view,M,30s,web
U001100,2025-06-04T16:52:17Z,view,M,50s,web
U003641,2025-06-04T16:53:15Z,login,F,20s,web
U002262,2025-06-04T16:54:06Z,login,F,20s,app
U003201,2025-06-04T16:56:22Z,like,F,20s,web
U000372,2025-06-04T16:58:32Z,view,F,20s,web
U003326,2025-06-04T17:08:11Z,login,F,20s,app
U000719,2025-06-04T17:12:09Z,login,F,20s,app
U002941,2025-06-04T17:14:32Z,like,F,30s,app
U002451,2025-06-04T17:15:48Z,login,M,20s,app
U000919,2025-06-04T17:18:06Z,view,M,30s,app
U002374,2025-06-04T17:20:26Z,view,F,20s,app
U003960,2025-06-04T17:23:24Z,comment,M,30s,web
U003751,2025-06-04T17:26:08Z,login,M,40s,app
U002703,2025-06-04T17:26:09Z,view,M,20s,app
U000926,2025-06-04T17:29:50Z,view,F,40s,web
U001379,2025-06-04T17:32:33Z,view,F,20s,web
U003662,2025-06-04T17:32:43Z,like,F,30s,web
U003995,2025-06-04T17:33:59Z,login,F,40s,app
U000118,2025-06-04T17:35:01Z,comment,F,20s,web
U002906,2025-06-04T17:35:52Z,view,F,50s,app
U002985,2025-06-04T17:36:12Z,view,M,40s,web
U001103,2025-06-04T17:46:32Z,login,M,30s,app
U003032,2025-06-04T17:51:23Z,login,F,20s,web
U001728,2025-06-04T17:55:06Z,login,M,20s,web
